time,xrp_volume,theta_volume,xrp_close,theta_close,xrp_returns,theta_returns,spread,mean_spread,std_spread,zscore,trading_signal,strategy,trades,cum_xrp_returns,cum_theta_returns,cum_strategy
2023-05-30 17:30:00,63777449.9,482664.7,0.52,0.87,0.0,0.0,-0.0725141124202281,,,,,0.0,0.0,1.0,1.0,1.0
2023-05-30 18:30:00,353628002.4,862576.5,0.52,0.87,0.0,0.0,-0.0725141124202281,,,,,0.0,0.0,1.0,1.0,1.0
2023-05-30 19:30:00,88802622.4,431916.1,0.52,0.87,0.0,0.0,-0.0725141124202281,,,,,0.0,0.0,1.0,1.0,1.0
2023-05-30 20:30:00,61217870.5,721893.4,0.52,0.87,0.0,0.0,-0.0725141124202281,,,,,0.0,0.0,1.0,1.0,1.0
2023-05-30 21:30:00,74877928.8,584073.0,0.52,0.88,0.0,0.01142869582362285,-0.07932461945954106,,,,,0.0,0.0,1.0,1.0114942528735633,1.0
2023-05-30 22:30:00,66713997.8,534748.1,0.52,0.87,0.0,-0.011428695823622744,-0.0725141124202281,,,,,0.0,0.0,1.0,1.0,1.0
2023-05-30 23:30:00,90448626.4,1289851.6,0.52,0.87,0.0,0.0,-0.0725141124202281,,,,,0.0,0.0,1.0,1.0,1.0
2023-05-31 0:30:00,128361546.1,456729.8,0.53,0.87,0.01904819497069441,0.0,-0.06251411242022809,,,,,0.0,0.0,1.0192307692307692,1.0,1.0
2023-05-31 1:30:00,184002556.9,4196163.4,0.52,0.85,-0.019048194970694474,-0.023256862164267235,-0.05889309834160206,,,,,0.0,0.0,0.9999999999999999,0.9770114942528737,1.0
2023-05-31 2:30:00,143287012.4,2859617.6,0.51,0.85,-0.019418085857101627,0.0,-0.06889309834160207,,,,,0.0,0.0,0.9807692307692306,0.9770114942528737,1.0
2023-05-31 3:30:00,101003815.3,1311535.7,0.52,0.85,0.019418085857101516,0.0,-0.05889309834160206,,,,,0.0,0.0,0.9999999999999998,0.9770114942528737,1.0
2023-05-31 4:30:00,109962217.3,581555.7,0.51,0.85,-0.019418085857101627,0.0,-0.06889309834160207,,,,,0.0,0.0,0.9807692307692305,0.9770114942528737,1.0
2023-05-31 5:30:00,154676562.4,1058330.8,0.5,0.84,-0.019802627296179754,-0.011834457647002796,-0.07208259130228911,,,,,0.0,0.0,0.9615384615384612,0.9655172413793105,1.0
2023-05-31 6:30:00,117490765.8,1585636.7,0.51,0.84,0.01980262729617973,0.0,-0.0620825913022891,,,,,0.0,0.0,0.9807692307692305,0.9655172413793105,1.0
2023-05-31 7:30:00,61590899.4,1001596.4,0.51,0.84,0.0,0.0,-0.0620825913022891,,,,,0.0,0.0,0.9807692307692305,0.9655172413793105,1.0
2023-05-31 8:30:00,110595881.5,702776.2,0.51,0.84,0.0,0.0,-0.0620825913022891,,,,,0.0,0.0,0.9807692307692305,0.9655172413793105,1.0
2023-05-31 9:30:00,69545874.8,793000.8,0.51,0.83,0.0,-0.01197619104671565,-0.05527208426297614,,,,,0.0,0.0,0.9807692307692305,0.9540229885057473,1.0
2023-05-31 10:30:00,95863241.6,909167.3,0.51,0.84,0.0,0.01197619104671562,-0.0620825913022891,,,,,0.0,0.0,0.9807692307692305,0.9655172413793105,1.0
2023-05-31 11:30:00,132260452.2,2057473.4,0.51,0.83,0.0,-0.01197619104671565,-0.05527208426297614,,,,,0.0,0.0,0.9807692307692305,0.9540229885057473,1.0
2023-05-31 12:30:00,140551735.1,1166120.3,0.5,0.83,-0.019802627296179754,0.0,-0.06527208426297615,,,,,0.0,0.0,0.9615384615384612,0.9540229885057473,1.0
